Country GPSC_PoPUNK2 Sample_accession Lane_accession
THE GAMBIA 26 ERS1574322 ERR2089917
THE GAMBIA 26 ERS1574395 ERR2089990
THE GAMBIA 26 ERS1574416 ERR2090011
THE GAMBIA 26 ERS1574460 ERR2090055
THE GAMBIA 26 ERS1574464 ERR2090059
THE GAMBIA 26 ERS1574474 ERR2090069
SOUTH AFRICA 26 ERS464639 ERR600616
SOUTH AFRICA 26 ERS464740 ERR633055
SOUTH AFRICA 26 ERS508429 ERR701823
SOUTH AFRICA 26 ERS508447 ERR701829
SOUTH AFRICA 26 ERS508403 ERR714469
SOUTH AFRICA 26 ERS508690 ERR730723
SOUTH AFRICA 26 ERS508731 ERR730737
SOUTH AFRICA 26 ERS509146 ERR714651
SOUTH AFRICA 26 ERS509148 ERR714653
SOUTH AFRICA 26 ERS508981 ERR730882
SOUTH AFRICA 26 ERS509017 ERR736932
SOUTH AFRICA 26 ERS509068 ERR730632
SOUTH AFRICA 26 ERS509074 ERR730635
SOUTH AFRICA 26 ERS566300 ERR773916
SOUTH AFRICA 26 ERS566450 ERR773986
SOUTH AFRICA 26 ERS566418 ERR773848
SOUTH AFRICA 26 ERS566482 ERR773872
SOUTH AFRICA 26 ERS566504 ERR773880
SOUTH AFRICA 26 ERS566519 ERR773888
SOUTH AFRICA 26 ERS566523 ERR773890
SOUTH AFRICA 26 ERS566524 ERR774062
SOUTH AFRICA 26 ERS566531 ERR774066
SOUTH AFRICA 26 ERS566580 ERR774286
SOUTH AFRICA 26 ERS566589 ERR774295
SOUTH AFRICA 26 ERS566624 ERR774330
SOUTH AFRICA 26 ERS566647 ERR774353
SOUTH AFRICA 26 ERS566660 ERR774366
SOUTH AFRICA 26 ERS566671 ERR774377
SOUTH AFRICA 26 ERS566680 ERR774480
SOUTH AFRICA 26 ERS566768 ERR774568
SOUTH AFRICA 26 ERS566780 ERR774109
SOUTH AFRICA 26 ERS566785 ERR774114
SOUTH AFRICA 26 ERS566803 ERR774132
SOUTH AFRICA 26 ERS566904 ERR774230
SOUTH AFRICA 26 ERS566920 ERR774246
SOUTH AFRICA 26 ERS708149 ERR1065773
SOUTH AFRICA 26 ERS708180 ERR1065788
SOUTH AFRICA 26 ERS708197 ERR1065796
SOUTH AFRICA 26 ERS708199 ERR1065797
SOUTH AFRICA 26 ERS708380 ERR1066255
SOUTH AFRICA 26 ERS708382 ERR1066256
SOUTH AFRICA 26 ERS708463 ERR1066296
SOUTH AFRICA 26 ERS708342 ERR1066329
SOUTH AFRICA 26 ERS708417 ERR1066368
SOUTH AFRICA 26 ERS708435 ERR1066376
SOUTH AFRICA 26 ERS708468 ERR1065843
SOUTH AFRICA 26 ERS708502 ERR1065863
SOUTH AFRICA 26 ERS708511 ERR1065868
SOUTH AFRICA 26 ERS708516 ERR1065870
SOUTH AFRICA 26 ERS708517 ERR1065871
SOUTH AFRICA 26 ERS708573 ERR1065899
SOUTH AFRICA 26 ERS708575 ERR1065900
SOUTH AFRICA 26 ERS708609 ERR1065917
SOUTH AFRICA 26 ERS708618 ERR1065393
SOUTH AFRICA 26 ERS708640 ERR1065404
SOUTH AFRICA 26 ERS708549 ERR1065445
SOUTH AFRICA 26 ERS3781734 ERR3723233
SOUTH AFRICA 26 ERS3781890 ERR3723463
SOUTH AFRICA 26 ERS3781908 ERR3723530
SOUTH AFRICA 26 ERS3782032 ERR3795395
SOUTH AFRICA 26 ERS3782071 ERR3795590
SOUTH AFRICA 26 ERS3782421 ERR3796155
SOUTH AFRICA 26 ERS3782740 ERR3796177
SOUTH AFRICA 26 ERS3782824 ERR3796451
SOUTH AFRICA 26 ERS3783115 ERR3723914
SOUTH AFRICA 26 ERS3783272 ERR3795917
SOUTH AFRICA 26 ERS3783642 ERR3796536
SOUTH AFRICA 26 ERS464360 ERR600392
SOUTH AFRICA 26 ERS464406 ERR600437
SOUTH AFRICA 26 ERS708079 ERR1066015
SOUTH AFRICA 26 ERS708539 ERR1065440
SOUTH AFRICA 26 ERS428732 ERR568572
SOUTH AFRICA 26 ERS428796 ERR568635
KENYA 26 ERS2862913 ERR3192273
KENYA 26 ERS2862981 ERR3217757
KENYA 26 ERS2862984 ERR3217387
KENYA 26 ERS2862985 ERR3217390
KENYA 26 ERS3862708 not found
KENYA 26 ERS2862989 ERR3217403
KENYA 26 ERS2862996 ERR3217419
KENYA 26 ERS2862272 ERR3217470
KENYA 26 ERS2862322 ERR3217489
KENYA 26 ERS2862334 ERR3217605
KENYA 26 ERS2862339 ERR3217626
KENYA 26 ERS2862392 ERR3217522
KENYA 26 ERS2862401 ERR3164167
KENYA 26 ERS2862405 ERR3217533
KENYA 26 ERS2862419 ERR3217550
KENYA 26 ERS2862437 ERR3217571
KENYA 26 ERS2862441 ERR3164277
KENYA 26 ERS2862576 ERR3164367
KENYA 26 ERS2862461 ERR3164345
KENYA 26 ERS2862477 ERR3164410
KENYA 26 ERS3655307 ERR3655201
KENYA 26 ERS3862669 not found
KENYA 26 ERS3862672 not found
KENYA 26 ERS3655275 ERR3655182
MALAWI 8 ERS726028 ERR1202410
MALAWI 8 ERS625696 ERR869883
MALAWI 8 ERS725503 ERR1202086
MALAWI 8 ERS215370 ERR311141
MALAWI 8 ERS214994 ERR316650
MALAWI 8 ERS214987 ERR316644
MALAWI 8 ERS725758 ERR1202097
MALAWI 8 ERS625732 ERR869918
MALAWI 8 ERS214935 ERR316596
MALAWI 8 ERS725979 ERR1202296
MALAWI 8 ERS725990 ERR1202300
MALAWI 8 ERS725964 ERR1202288
MALAWI 8 ERS726062 ERR1202516
MALAWI 8 ERS214924 ERR316585
MALAWI 8 ERS625573 ERR862494
MALAWI 8 ERS214920 ERR316582
MALAWI 8 ERS214911 ERR316574
MALAWI 8 ERS625635 ERR869826
MALAWI 8 ERS725992 ERR1202301
MALAWI 8 ERS625568 ERR862489
MALAWI 8 ERS625946 ERR869958
MALAWI 8 ERS725281 ERR1288814
MALAWI 8 ERS625729 ERR869915
MALAWI 8 ERS725427 ERR1288967
MALAWI 8 ERS625692 ERR869879
MALAWI 8 ERS214944 ERR316605
MALAWI 8 ERS725766 ERR1202101
MALAWI 8 ERS214910 ERR316573
MALAWI 8 ERS725768 ERR1202102
MALAWI 8 ERS725770 ERR1202103
MALAWI 8 ERS725772 ERR1202104
MALAWI 8 ERS725774 ERR1202105
MALAWI 8 ERS725933 ERR1202358
MALAWI 8 ERS725977 ERR1202295
MALAWI 8 ERS725499 ERR1202084
MALAWI 8 ERS725501 ERR1202085
MALAWI 8 ERS725775 ERR1202106
MALAWI 8 ERS726051 ERR1202510
MALAWI 8 ERS553515 ERR774655
MALAWI 8 ERS398755 ERR501485
MALAWI 8 ERS399246 ERR501531
MALAWI 8 ERS215192 ERR316841
MALAWI 8 ERS215363 ERR311134
MALAWI 8 ERS215249 ERR316894
MALAWI 8 ERS215253 ERR316898
MALAWI 8 ERS215302 ERR311074
MALAWI 8 ERS399004 ERR501608
MALAWI 8 ERS215342 ERR311113
MALAWI 8 ERS215380 ERR311151
MALAWI 8 ERS725777 ERR1202107
MALAWI 8 ERS725755 ERR1202095
MALAWI 8 ERS725982 ERR1202297
MALAWI 8 ERS725746 ERR1202091
MALAWI 8 ERS725968 ERR1202290
MALAWI 8 ERS725742 ERR1202089
MALAWI 8 ERS553495 ERR774645
MALAWI 8 ERS725966 ERR1202289
MALAWI 8 ERS725429 ERR1288968
MALAWI 8 ERS215016 ERR316672
MALAWI 8 ERS725757 ERR1202096
MALAWI 8 ERS725495 ERR1202082
MALAWI 8 ERS215012 ERR316668
MALAWI 8 ERS725760 ERR1202098
MALAWI 8 ERS553385 ERR774580
MALAWI 8 ERS553396 ERR774589
MALAWI 8 ERS725762 ERR1202099
MALAWI 8 ERS725765 ERR1202100
MALAWI 8 ERS725484 ERR1202076
MALAWI 8 ERS725433 ERR1288970
MALAWI 8 ERS726136 ERR1202554
MALAWI 8 ERS626030 ERR870042
MALAWI 8 ERS813195 ERR1453518
MALAWI 8 ERS725488 ERR1202078
MALAWI 8 ERS725360 ERR1288932
MALAWI 8 ERS553491 ERR774643
MALAWI 8 ERS214955 ERR316616
MALAWI 8 ERS553421 ERR774607
MALAWI 8 ERS553509 ERR774652
MALAWI 8 ERS625415 ERR862343
MALAWI 8 ERS725780 ERR1202108
MALAWI 8 ERS214914 ERR316577
MALAWI 8 ERS725505 ERR1202087
MALAWI 8 ERS625607 ERR862528
MALAWI 8 ERS725753 ERR1202094
MALAWI 8 ERS725431 ERR1288969
MALAWI 8 ERS214923 ERR316584
MALAWI 8 ERS725481 ERR1202074
MALAWI 8 ERS725943 ERR1202279
MALAWI 8 ERS725985 ERR1202298
MALAWI 8 ERS553382 ERR774577
MALAWI 8 ERS553572 ERR774689
MALAWI 8 ERS725293 ERR1288903
MALAWI 8 ERS725859 ERR1202321
MALAWI 8 ERS725972 ERR1202377
MALAWI 8 ERS726180 ERR1202495
MALAWI 8 ERS725873 ERR1202327
MALAWI 8 ERS725750 ERR1202093
MALAWI 8 ERS726184 ERR1202499
MALAWI 8 ERS725507 ERR1202088
MALAWI 8 ERS553383 ERR774578
MALAWI 8 ERS725903 ERR1202258
MALAWI 8 ERS725919 ERR1202351
MALAWI 8 ERS214913 ERR316576
MALAWI 8 ERS625949 ERR869961
MALAWI 8 ERS625937 ERR869949
MALAWI 8 ERS725482 ERR1202075
MALAWI 8 ERS214933 ERR316594
MALAWI 8 ERS214926 ERR316587
MALAWI 8 ERS553384 ERR774579
MALAWI 8 ERS725491 ERR1202080
MALAWI 8 ERS553404 ERR774597
MALAWI 8 ERS399182 ERR501522
THE GAMBIA 8 ERS355776 ERR433790
THE GAMBIA 8 ERS497106 ERR714189
THE GAMBIA 8 ERS497123 ERR714197
THE GAMBIA 8 ERS497146 ERR714203
THE GAMBIA 8 ERS497157 ERR714206
THE GAMBIA 8 ERS497161 ERR714207
THE GAMBIA 8 ERS497169 ERR714209
THE GAMBIA 8 ERS497172 ERR714210
THE GAMBIA 8 ERS497178 ERR714212
THE GAMBIA 8 ERS497181 ERR714213
THE GAMBIA 8 ERS497187 ERR714215
THE GAMBIA 8 ERS497197 ERR714218
THE GAMBIA 8 ERS497208 ERR714221
THE GAMBIA 8 ERS497215 ERR714223
THE GAMBIA 8 ERS497274 ERR714238
THE GAMBIA 8 ERS497293 ERR714243
THE GAMBIA 8 ERS497114 ERR714108
THE GAMBIA 8 ERS497118 ERR714110
THE GAMBIA 8 ERS497151 ERR714119
THE GAMBIA 8 ERS497246 ERR714137
THE GAMBIA 8 ERS497253 ERR714139
THE GAMBIA 8 ERS497395 ERR714178
THE GAMBIA 8 ERS497404 ERR714181
THE GAMBIA 8 ERS497431 ERR714275
THE GAMBIA 8 ERS497148 ERR714284
THE GAMBIA 8 ERS497160 ERR714287
THE GAMBIA 8 ERS497168 ERR714289
THE GAMBIA 8 ERS497171 ERR714290
THE GAMBIA 8 ERS497180 ERR714293
THE GAMBIA 8 ERS497229 ERR714306
THE GAMBIA 8 ERS497241 ERR714309
THE GAMBIA 8 ERS497267 ERR714315
THE GAMBIA 8 ERS497417 ERR714343
THE GAMBIA 8 ERS497430 ERR714347
THE GAMBIA 8 ERS497132 ERR714349
THE GAMBIA 8 ERS497182 ERR714362
THE GAMBIA 8 ERS497198 ERR714367
THE GAMBIA 8 ERS497244 ERR714378
THE GAMBIA 8 ERS497283 ERR714388
THE GAMBIA 8 ERS497287 ERR714389
THE GAMBIA 8 ERS497385 ERR714415
THE GAMBIA 8 ERS497409 ERR714423
THE GAMBIA 8 ERS497412 ERR714424
THE GAMBIA 8 ERS497426 ERR714429
THE GAMBIA 8 ERS497432 ERR714431
THE GAMBIA 8 ERS525089 ERR730380
THE GAMBIA 8 ERS1813502 ERR2089215
THE GAMBIA 8 ERS525219 ERR730495
THE GAMBIA 8 ERS525221 ERR730497
THE GAMBIA 8 ERS627007 ERR862285
THE GAMBIA 8 ERS627013 ERR870048
THE GAMBIA 8 ERS627026 ERR862291
THE GAMBIA 8 ERS627038 ERR862296
THE GAMBIA 8 ERS627043 ERR862298
THE GAMBIA 8 ERS627045 ERR870059
THE GAMBIA 8 ERS627049 ERR870062
THE GAMBIA 8 ERS627050 ERR870063
THE GAMBIA 8 ERS627053 ERR862299
THE GAMBIA 8 ERS627113 ERR870098
THE GAMBIA 8 ERS627115 ERR870099
THE GAMBIA 8 ERS627116 ERR870100
THE GAMBIA 8 ERS627119 ERR870102
THE GAMBIA 8 ERS627123 ERR870105
THE GAMBIA 8 ERS627125 ERR870106
THE GAMBIA 8 ERS626998 ERR870111
THE GAMBIA 8 ERS627015 ERR870116
THE GAMBIA 8 ERS627024 ERR870119
THE GAMBIA 8 ERS627032 ERR870121
THE GAMBIA 8 ERS627042 ERR870123
THE GAMBIA 8 ERS627044 ERR870124
THE GAMBIA 8 ERS627061 ERR870127
THE GAMBIA 8 ERS627067 ERR870129
THE GAMBIA 8 ERS627073 ERR870131
THE GAMBIA 8 ERS627080 ERR870133
THE GAMBIA 8 ERS627084 ERR870134
THE GAMBIA 8 ERS627206 ERR862321
THE GAMBIA 8 ERS627224 ERR870230
THE GAMBIA 8 ERS627239 ERR870245
THE GAMBIA 8 ERS627243 ERR870249
THE GAMBIA 8 ERS654417 ERR913424
THE GAMBIA 8 ERS686124 ERR997620
THE GAMBIA 8 ERS686141 ERR997636
THE GAMBIA 8 ERS686203 ERR997689
THE GAMBIA 8 ERS719769 ERR1191983
THE GAMBIA 8 ERS745708 ERR1430975
THE GAMBIA 8 ERS811922 ERR1453287
THE GAMBIA 8 ERS811937 ERR1453370
THE GAMBIA 8 ERS811995 ERR1453421
THE GAMBIA 8 ERS811998 ERR1453424
THE GAMBIA 8 ERS811999 ERR1453425
THE GAMBIA 8 ERS812003 ERR1453429
THE GAMBIA 8 ERS812010 ERR1453436
THE GAMBIA 8 ERS812019 ERR1453445
THE GAMBIA 8 ERS812055 ERR1453481
THE GAMBIA 8 ERS1222262 ERR1658096
THE GAMBIA 8 ERS1222305 ERR1658139
THE GAMBIA 8 ERS1222352 ERR1658182
THE GAMBIA 8 ERS1222369 ERR1658199
THE GAMBIA 8 ERS1222386 ERR1658211
THE GAMBIA 8 ERS1222398 ERR1658222
THE GAMBIA 8 ERS1813548 ERR2089261
THE GAMBIA 8 ERS242896 ERR352002
THE GAMBIA 8 ERS242887 ERR351993
THE GAMBIA 8 ERS627031 ERR870056
THE GAMBIA 8 ERS1813511 ERR2089225
THE GAMBIA 8 ERS654405 ERR913420
THE GAMBIA 8 ERS355898 ERR433857
THE GAMBIA 8 ERS355889 ERR439003
THE GAMBIA 8 ERS355876 ERR433843
THE GAMBIA 8 ERS355896 ERR433856
THE GAMBIA 8 ERS355890 ERR433852
THE GAMBIA 8 ERS355846 ERR438985
SOUTH AFRICA 8 ERS464637 ERR600614
SOUTH AFRICA 8 ERS464652 ERR632969
SOUTH AFRICA 8 ERS464757 ERR633072
SOUTH AFRICA 8 ERS464781 ERR633095
SOUTH AFRICA 8 ERS464806 ERR646532
SOUTH AFRICA 8 ERS464828 ERR646553
SOUTH AFRICA 8 ERS464871 ERR646596
SOUTH AFRICA 8 ERS708724 ERR1065570
SOUTH AFRICA 8 ERS508391 ERR730558
SOUTH AFRICA 8 ERS508439 ERR730573
SOUTH AFRICA 8 ERS508713 ERR714573
SOUTH AFRICA 8 ERS508767 ERR730808
SOUTH AFRICA 8 ERS508770 ERR730809
SOUTH AFRICA 8 ERS509135 ERR714640
SOUTH AFRICA 8 ERS508881 ERR714673
SOUTH AFRICA 8 ERS509019 ERR736933
SOUTH AFRICA 8 ERS509021 ERR736934
SOUTH AFRICA 8 ERS509097 ERR730646
SOUTH AFRICA 8 ERS509117 ERR730656
SOUTH AFRICA 8 ERS566317 ERR773933
SOUTH AFRICA 8 ERS566332 ERR773948
SOUTH AFRICA 8 ERS566383 ERR773967
SOUTH AFRICA 8 ERS566502 ERR774003
SOUTH AFRICA 8 ERS566393 ERR773838
SOUTH AFRICA 8 ERS566396 ERR773839
SOUTH AFRICA 8 ERS566400 ERR773841
SOUTH AFRICA 8 ERS566408 ERR773844
SOUTH AFRICA 8 ERS566479 ERR773871
SOUTH AFRICA 8 ERS566497 ERR773877
SOUTH AFRICA 8 ERS566584 ERR774290
SOUTH AFRICA 8 ERS566762 ERR774562
SOUTH AFRICA 8 ERS566888 ERR774214
SOUTH AFRICA 8 ERS566891 ERR774217
SOUTH AFRICA 8 ERS708459 ERR1066294
SOUTH AFRICA 8 ERS3781973 ERR3723411
SOUTH AFRICA 8 ERS3782035 ERR3795412
SOUTH AFRICA 8 ERS3782059 ERR3795508
SOUTH AFRICA 8 ERS3782232 ERR3795441
SOUTH AFRICA 8 ERS3782261 ERR3795550
SOUTH AFRICA 8 ERS3782420 ERR3796150
SOUTH AFRICA 8 ERS3782472 ERR3796357
SOUTH AFRICA 8 ERS3782507 ERR3796501
SOUTH AFRICA 8 ERS3782664 ERR3723279
SOUTH AFRICA 8 ERS3782798 ERR3796346
SOUTH AFRICA 8 ERS3782946 ERR3723629
SOUTH AFRICA 8 ERS3783026 ERR3723940
SOUTH AFRICA 8 ERS3783116 ERR3723422
SOUTH AFRICA 8 ERS3783237 ERR3795787
SOUTH AFRICA 8 ERS3783366 ERR3723473
SOUTH AFRICA 8 ERS3783397 ERR3796006
SOUTH AFRICA 8 ERS3783420 ERR3796099
SOUTH AFRICA 8 ERS3783490 ERR3795992
SOUTH AFRICA 8 ERS3783507 ERR3796059
SOUTH AFRICA 8 ERS3783511 ERR3796080
SOUTH AFRICA 8 ERS3783579 ERR3795886
SOUTH AFRICA 8 ERS3783566 ERR3796062
SOUTH AFRICA 8 ERS3783653 ERR3796546
SOUTH AFRICA 8 ERS464260 ERR632945
SOUTH AFRICA 8 ERS464333 ERR600366
SOUTH AFRICA 8 ERS464547 ERR600531
SOUTH AFRICA 8 ERS638763 ERR925059
SOUTH AFRICA 8 ERS708027 ERR1066079
SOUTH AFRICA 8 ERS708046 ERR1066090
SOUTH AFRICA 8 ERS708220 ERR1066175
SOUTH AFRICA 8 ERS639945 ERR925127
SOUTH AFRICA 8 ERS390743 ERR490712
SOUTH AFRICA 8 ERS390758 ERR490727
SOUTH AFRICA 8 ERS390763 ERR490732
SOUTH AFRICA 8 ERS390764 ERR490733
SOUTH AFRICA 8 ERS390652 ERR505903
SOUTH AFRICA 8 ERS390783 ERR490752
SOUTH AFRICA 8 ERS390814 ERR490783
SOUTH AFRICA 8 ERS390820 ERR490789
SOUTH AFRICA 8 ERS428698 ERR568538
SOUTH AFRICA 8 ERS428706 ERR568546
SOUTH AFRICA 8 ERS390680 ERR505931
SOUTH AFRICA 8 ERS390681 ERR505932
SOUTH AFRICA 8 ERS428783 ERR568623
SOUTH AFRICA 8 ERS390698 ERR505949
SOUTH AFRICA 8 ERS390704 ERR505955
SOUTH AFRICA 8 ERS390706 ERR505957
SOUTH AFRICA 8 ERS390715 ERR505966
KENYA 8 ERS2862898 ERR3192258
KENYA 8 ERS2862963 ERR3192398
KENYA 8 ERS2862973 ERR3192423
KENYA 8 ERS2862988 ERR3217398
KENYA 8 ERS3862692 not found
KENYA 8 ERS2862993 ERR3217342
KENYA 8 ERS2862596 ERR3164427
KENYA 8 ERS3655312 ERR3655437
KENYA 8 ERS2862752 ERR3164247
